{ 0052};{ Relativistic charged spheres: exact solutions for stars, regular black holes and quasiblack holes};{ Lemos J, Zanchin V};{Lemos J};{ Guilfoyle [1] found a class of exact solutions of spherically symmetric distributions of charged matter matched smoothly to a Reissner-Nordstrom solution, in which the interior parameters are given uniquely in terms of the exterior global ADM mass and electric charge and have several interesting properties [2].  Here we show that this class of solutions hides a rich variety of bodies and spacetimes. Indeed, one finds undercharged, extremal charged and overcharged stars, regular black holes, and quasiblack holes, these latter may even be considered the real frozen stars [3], i.e., collapsed compact stars with their boundary surfaces looming at their own gravitational radii. The spectrum of solutions also contain bridge spacetimes with negative electromagnetic field energy of the type considered by Einstein and Rosen to mimic an electron as a nonsingular particle solution of the theory [4]. The charged solutions yield appropriately the Andreasson limit [5] which in turn gives the Buchdahl limit in the uncharged case. \n[1] S. Guilfoyle, Gen. Relativ. Gravit. 31, 1645 (1999); arXiv:gr-qc/9906089.\n[2] J. P. S. Lemos, V. T. Zanchin, Phys. Rev. D 80, 024010 (2009); arXiv:1004.3574 [gr-qc].\n[3] J. P. S. Lemos, V. T. Zanchin, Phys. Rev. D 81, 124016 (2010); arXiv:0905.3553 [gr-qc].\n[4] A. Einstein, N. Rosen, Phys. Rev. 48, 73 (1935).\n[5]. H. Andreasson, Commun. Math. Phys. 288, 715 (2009); arXiv:0804.1882 [gr-qc].\n};
{ 0425};{ Algebraic classification of kundt geometries in four and higher dimensions};{ Podolsky J, Svarc R};{Podolsky J};{ We present a complete classification of general Kundt class of spacetimes in arbitrary dimension for which the non-expanding, non-twisting, shear-free null direction is a (multiple) WAND. No field equations are used, so that the results apply not only to Einstein's gravity and its extension to higher dimensions, but also to any metric theory of gravity which admits the Kundt spacetimes. By an explicit evaluation of the Weyl tensor in a natural null frame we demonstrate that all Kundt geometries are of type I, and we derive simple necessary and sufficient conditions under which the optically privileged direction becomes double, triple or quadruple WAND. All possible algebraically special types, including the refinement to subtypes, are identified, namely II(a), II(b), II(c), II(d), III(a), III(b), N, O, II_i, III_i, D(a), D(b), D(c) and D(d). The conditions are surprisingly clear and expressed in an invariant form. Some of them are always satisfied in four dimensions. To illustrate our classification scheme, we apply it to several important subfamilies of the Kundt class, namely the pp-waves, the VSI spacetimes, and generalization of the Bertotti-Robinson, Nariai, and Plebanski-Hacyan direct-product spacetimes of any dimension. For more details see arXiv:1303.0215 [gr-qc].};
{ 0435};{ Higher dimensional gravitating fluids};{ Nyonyi Y, Maharaj S, Govinder K};{Nyonyi Y};{ We study shear-free spherically symmetric cosmological models with heat flow and charge defined on an $(N+2)-$dimensional manifold. We analyse the pressure isotropy condition, a highly nonlinear partial differential equation (which we can treat as an ODE), using Lie's group theoretic approach. The symmetry generators that leave the equation invariant are found. We provide exact solutions to the gravitational potentials using the first symmetry admitted by the equation. Our new exact solutions contain the earlier results without charge. Using the remaining symmetries we are able to provide other solutions or reduce the order of the master equation to a first order nonlinear differential equation. };
{ 0479};{ The conformal cousin of the husain-martinez-nunez spacetime};{ Faraoni V};{Faraoni V};{ A 2-parameter inhomogeneous cosmology of Brans-Dicke theory, obtained by\nconformally transforming the Husain-Martinez-Nunez scalar field solution of the Einstein\nequations is studied. According to the values of the parameters, it describes a wormhole\nor a naked singularity. The reasons why there isn%u2019t a one-to-one correspondence between\nconformal copies of this metric are discussed.};
{ 0494};{ An exact smooth gowdy-symmetric generalized taub-nut solution};{ Hennig J};{Hennig J};{ "Smooth Gowdy-symmetric generalized Taub-NUT solutions" are a class of inhomogeneous cosmological models with spatial S3-topology. In this talk, we derive and discuss a three-parametric family of exact solutions within this class, which contains the two-parametric Taub solution as a special case. In particular, we show that, for a special choice of the parameters, the spacetime contains a curvature singularity with directional behaviour. For other parameter choices, the maximal globally hyperbolic region is singularity-free.\n};
{ 0536};{ Deformations of black holes in external gravitational fields};{ G�rlebeck N};{G�rlebeck N};{ The deformation of neutron stars and black holes due to external gravitational fields is characterized by the first and second Love numbers in Newtonian gravity. They measure the deformation of the surface and the induced multipole moment caused by a specific external field. Analogous definitions were employed in General Relativity, e.g., in [T. Damour & O. M. Lecian, PRD, 80,044017 (2009); T. Binnington & E. Poisson, PRD, 80, 084018 (2009)]. However, these approaches require necessarily linearization and approximations. With these approximations, it was established that the second Love numbers of static black holes vanish. Is this still true if higher non-linear effects are taken into account? \n\nIn this talk, I employ the source integrals for asymptotic multipole moments of [N. G�rlebeck, gr-qc/arXiv:1207.4500] to show analytically without any perturbation scheme that the induced multipole moments and, thus, the second Love numbers of static black holes vanish. Thereby, I corroborate the existing results without resorting to any approximations. This implies that the contributions of the distorted black hole to the asymptotic multipole moments are exactly those of an undistorted Schwarzschild black hole. This can be seen as a generalization of the no-hair theorem if additional matter is present. Nonetheless, the internal geometry of the horizon changes, which is characterized by the first Love numbers.};
{ 0551};{ Observational features of perfect fluid sources with a singularity at the center};{ Malafarina D};{Malafarina D};{ We consider a perfect fluid interior solution to the Schwarzschild metric belonging to the class investigated by Tolman. We show how such a configuration can be achieved dynamically via gravitational collapse. Assuming that the cloud is optically thin and surrounded by an accretion disk we evaluate its observational properties in order to determine whether such sources could in principle be distinguished from a black hole of the same mass.};
{ 0587};{ Separable solution of accelerating and  expanding star with shear };{ Abebe G, Maharaj S, Govinder K};{Abebe G};{ We study the junction condition relating the pressure to  heat flux at the boundary of  an accelerating   and expanding  spherically symmetric radiating star with shear. The condition   is a nonlinear  partial differential equation in the metric functions and difficult to solve using traditional methods. We  transform  the partial differential equation to an ordinary differential equation  by making a separability assumption on the metric functions in the spacetime variables. By  analysing the  ordinary differential equation we obtain  a  new   exact solution to the junction condition. We also briefly present  the physical analysis of the model.};
{ 0589};{ Gravitational lensing by gravitational waves};{ Harte A};{Harte A};{ Gravitational lensing has been an integral part of general relativity from its very beginning. Since that time, the subject has developed to a very high degree of sophistication both theoretically and observationally. Nevertheless, much of the work on the subject has focused on lensing in stationary systems. In this talk, I discuss lensing by (decidedly non-stationary) gravitational waves. Assuming planar symmetry, various results can be computed exactly. Images of objects are typically distorted, change brightness and color, and appear to move across an observer's sky due to the presence of gravitational waves. Multiple images can also be formed. Even in the simplest cases involving short wavepackets, extremely dramatic effects occur generically. Essentially any observer in such a spacetime eventually reaches a point in time at which light from the entire universe is momentarily concentrated to a single point in the sky. Formally, this light is infinitely blueshifted and was emitted in the infinitely distant past. Later, the contributions to this flash from different sources appear to separate from each other, dim, and then redshift away. };
{ 0596};{ Black rings in higher dimensions};{ Kleihaus B, Kunz J, Radu E};{Kunz J};{ Discovered by Emparan and Reall, black rings received much attention\nin recent years. Exact analytic black ring solutions are known\nin five dimensions. In more than five dimensions no general analytic framework\nfor their construction is known. Therefore we have resorted to\nnumerical techniques to solve the Einstein equations and learn about\nthe properties of black rings in more than five dimensions.\nWe have constructed a family of balanced black rings in\nsix dimensions, that allows us to obtain most of the phase diagram\nfor these objects. In particular, we have found two branches of\nblack rings. For large ring radii, analytic perturbative results\nobtained within the blackfold approach are available. Our\nbranch of thin black rings agrees well with these results within\ntheir range of validity. However, we have also found a branch of fat\nblack rings, which extends towards a horizon topology changing solution,\nwhere it is expected to merge with a branch of pinched black holes.\n};
{ 0643};{ Geometric optics of algebraically special spacetimes in six and higher dimensions};{ Ortaggio M, Pravda V, Pravdova A};{Ortaggio M};{ The standard form of the four-dimensional Goldberg-Sachs theorem does not admit a straightforward extension to higher dimensions (as demonstrated, e.g., by the rotating black hole metric of Myers and Perry). However, in the past few years several constraints on the optical properties of null congruences ``aligned'' with the Weyl tensor (WANDs) have been obtained. Here we summarize main results that extend the ``shearfree'' part of Goldberg-Sachs theorem to Einstein spacetimes in six and higher dimensions, which requires several special cases to be discussed separately. The geometrical meaning of our results in terms of integrability properties of certain totally null distributions will also be mentioned, and some explicit examples of spacetimes with multiple WANDs with various properties will be presented. };
{ 0649};{ Regularized kerr-newman solution as a model of spinning particle};{ Burinskii A};{Burinskii A};{ Parameters of spinning particles correspond to over-rotating Kerr geometry, for which the black-hole horizons disappear and the Kerr singular ring is naked, forming a two-sheeted Kerr-Schild background, which requires formation of a regular source. We discuss development of the \nregular model of the source of Kerr-Newman (KN) solution from the Keres-Israel-Hamity rotating disk model to the L'opez membrane-bubble model, and further to the gravitating soliton model, which is formed as a domain wall bubble, representing a bag  filled by Higgs field in  a false-vacuum state [arXiv: 1003.2928]. We describe a supersymmetric model of the corresponding phase transition. The gravitating soliton model of the KN source has important peculiarities: \n1) the internal Higgs field is oscillating with frequency \omega= 2m , \n2) there appears the vortex-like closed superconducting string,  \n3) the KN vector potential forms a closed Wilson loop, which requires quantizatio\n};
{ 0651};{ On traversability of kerr\'s ring singularity};{ Manko V};{Manko V};{ \nIn my talk I am going to demonstrate that, contrary to the general belief, a ring singularity of the Kerr solution is traversable. This discovery is important for elaborating a correct maximal analytic extension of the Kerr spacetime involving only one asymptotically flat region.};
{ 0745};{ Maximal slices of five-dimensional black holes};{ Kunduri H};{Kunduri H};{ The constant-Boyer-Lindquist time slices of the Kerr spacetime represent asymptotically flat, maximal spacelike hypersurfaces (i.e. vanishing trace of the extrinsic curvature) with topology R X S^2. I will discuss some aspects of the geometry and topology of maximal slices of various stationary black hole solutions of the vacuum Einstein equations in five dimensions. These slices are complete asymptotically flat Riemannian manifolds with inner boundaries (minimal surfaces) corresponding to the black hole horizon. Although these spaces are simply connected, they can have non-trivial topology. As much of the analysis is at the topological level, we can also consider slices of black holes for which explicit geometries are not yet known. In particular, we can compute the homology groups for a large class of such slices. };
{ 0764};{ Dynamics of black holes in ads2 x s2  spacetimes  (bertotti-robinson universes)};{ Alekseev G};{Alekseev G};{ Using  the monodromy transform approach and corresponding linear singular integral equation form of the symmetry reduced Einstein - Maxwell equations, we construct in a very simple form the exact solutions of these equations which describe\n(a) Schwarzschild black hole at static position in Bertotti-Robinson magnetic universe;\n(b) Schwarzschild black hole in arbitrary ``geodesic'' motion along the magnetic field in the Bertotti-Robinson pure magnetic universe;\n(c) Reissner-Nordstrom black hole accelerated by the electric field of the Bertotti-Robinson pure electric universe.\nIn each of these cases,  we have in an explicit form a picture of a nonlinear interaction of gravitational and electromagnetic fields of a black hole with those of the Bertotti-Robinson universe which are (in the absence of a black hole)  static and spatially homogeneous.  In all cases,  the character of motion (and in particular, the acceleration) of a black hole is determined by the condition of  absence of conical singularities on both parts of the axis of symmetry outside the horizon. This condition imposed on the parameters of the solution relates the acceleration of a black hole with the values of its charge and of the external electric field  (the analogue of the Lorenz force).  Various physical and geometrical properties of these solutions are described.};
{ 0805};{ Conformal structure of past and future end states of frw models with scale factors of generalised power series form};{ Scott S, Threlfall P};{Scott S};{ It has been a primary objective of cosmology to understand the\napparent isotropy in our universe and to provide a mathematical formulation\nfor its evolution. A promising school of thought for its explanation\nis quiescent cosmology which already possesses a mathematical framework,\nnamely the definition of an isotropic singularity, but only for the initial state\nof the universe. A complementary framework was necessary to also describe\npossible final states of the universe. In 2009 H�hn and Scott formulated\nnew definitions of an anisotropic future endless universe and an anisotropic\nfuture singularity, whose structure and properties differ significantly from\nthose of the isotropic singularity, offering a promising realisation for this\nframework.\n\nUsing this framework, we consider the past and future end states of\nFriedmann-Robertson-Walker (FRW) space-times with a scale factor expressed\nas a generalised power series. There has been considerable interest in\nthe different types of singularities that the FRW space-times admit, namely\nBig Bangs, Big Crunches, Big Rips, Sudden Singularities and Extremality\nEvents.\n\nWe present a discussion and comparison of these singularities in relation\nto the generic conformal singularities defined by H�hn and Scott; the\nIsotropic Past Singularity (IPS), Isotropic Future Singularity (IFS) and Future\nIsotropic Universe (FIU).\n};
{ 0819};{ Black holes in 4-dimensional supergravity};{ Chow D};{Chow D};{ I shall present some new black hole solutions of 4-dimensional supergravity.  These will include both asymptotically flat solutions in ungauged supergravity and asymptotically anti-de Sitter solutions in gauged supergravity, in particular solutions of N=8 supergravity.  The solutions can have multiple electric and magnetic charges, and some examples are rotating.  In general, they have a non-zero temperature, but include examples that are extremal and supersymmetric.  I shall discuss the solution generating technique for finding the solutions of ungauged supergravity, involving Kaluza-Klein reduction to a coset model in 3 dimensions.  I shall comment on the thermodynamical properties of the solutions and geometrical properties.};
{ 0884};{ Gravitational deflection of light ray in plasma};{ Tsupko O, Bisnovatyi-Kogan G};{Tsupko O};{ We consider the gravitational deflection of light rays in plasma and gravitational lensing in plasma. We have found, that in absence of refraction, in a homogeneous dispersive medium, the gravitational deflection is qualitatively different from the vacuum case, and the deflection angle depends on the photon frequency. We have obtained for the first time a simple analytical formula for the light deflection in a Schwarzschild metric, in presence of a homogeneous plasma. The deflection angle depends on the photon
